Name,Year,Team,Salary,Prev_Salary,is_rookie,FA,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+
ÀüÁØÈ£,2002,HYUNDAI,5500,6900,X,O,1969,33,LF,4.42,126,3.7,0.73,501,486,420,83,126,15,8,3,166,28,26,11,53,13,1,51,2,14,1,0.3,0.394,0.395,0.789,0.021,125.3
ÀüÁØÈ£,2001,HYUNDAI,6900,13000,X,X,1969,32,LF,3.71,125,3.93,-0.22,490,476,400,85,130,18,6,4,172,35,27,15,65,8,1,51,5,13,4,0.325,0.426,0.43,0.856,0.043,138.6
ÀüÁØÈ£,2001,HYUNDAI,6900,13000,X,X,1969,32,LF,3.71,125,3.93,-0.22,490,476,400,85,130,18,6,4,172,35,27,15,65,8,1,51,5,13,4,0.325,0.426,0.43,0.856,0.043,138.6
ÀüÁØÈ£,2001,HYUNDAI,6900,13000,X,X,1969,32,LF,3.71,125,3.93,-0.22,490,476,400,85,130,18,6,4,172,35,27,15,65,8,1,51,5,13,4,0.325,0.426,0.43,0.856,0.043,138.6
ÀüÁØÈ£,2001,HYUNDAI,6900,13000,X,X,1969,32,LF,3.71,125,3.93,-0.22,490,476,400,85,130,18,6,4,172,35,27,15,65,8,1,51,5,13,4,0.325,0.426,0.43,0.856,0.043,138.6
ÀüÇöÅÂ,2015,KIA,3500,3500,X,X,1986,29,SS,-0.05,2,-0.05,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.186,-136.1
ÀüÇöÅÂ,2014,HANWHA,3500,3700,X,X,1986,28,SS,-0.07,10,-0.18,0.11,10,10,10,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0.1,0.2,-0.111,-76.5
ÀüÇöÅÂ,2013,HANWHA,3700,3500,X,X,1986,27,SS,-0.04,21,0.09,-0.13,39,39,33,4,5,1,1,1,11,3,0,0,4,2,0,14,0,0,0,0.152,0.282,0.333,0.615,-0.026,80.7
ÀüÇöÅÂ,2012,HANWHA,3500,3700,X,X,1986,26,2B,-0.02,2,-0.04,0.02,6,5,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.2,0,0.2,-0.159,-17.8
ÀüÇöÅÂ,2011,HANWHA,3700,3200,X,X,1986,25,2B,0.23,78,-0.05,0.28,87,84,69,26,13,1,0,2,20,11,7,4,13,2,1,27,0,2,1,0.188,0.329,0.29,0.619,-0.047,66.2
ÀüÇöÅÂ,2010,HANWHA,3200,2500,X,X,1986,24,1B,0.33,100,0.16,0.17,185,183,156,34,32,3,0,5,50,21,25,8,26,0,0,52,0,2,1,0.205,0.317,0.321,0.638,-0.046,72.2
ÀüÇöÅÂ,2007,HANWHA,3200,,X,X,1986,21,3B,-0.08,2,-0.08,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.309,-176.4
ÀüÇöÅÂ,2005,HANWHA,3200,,X,X,1986,19,3B,-0.07,21,-0.01,-0.06,35,35,27,3,4,1,0,0,5,0,0,1,8,0,0,13,1,0,0,0.148,0.343,0.185,0.528,-0.041,72.9
Á¤°æ¹è,2009,SK/SSG,10000,10000,X,X,1974,35,1B,-0.4,31,-0.09,-0.3,46,43,37,3,7,2,0,0,9,3,0,0,7,0,1,10,3,2,0,0.189,0.318,0.243,0.561,-0.078,46.4
Á¤°æ¹è,2008,SK/SSG,10000,25000,X,O,1974,34,2B,-0.2,33,-0.34,0.13,89,88,80,7,16,1,0,1,20,6,0,0,6,2,0,21,0,1,0,0.2,0.273,0.25,0.523,-0.09,29.3
Á¤°æ¹è,2007,SK/SSG,25000,25000,X,O,1974,33,2B,0.21,116,-0.26,0.47,381,368,333,30,75,16,1,4,105,50,3,3,22,12,1,62,6,12,2,0.225,0.295,0.315,0.61,-0.053,57.4
Á¤°æ¹è,2006,SK/SSG,25000,25000,X,O,1974,32,2B,-0.06,84,-0.26,0.2,237,229,205,19,43,10,0,3,62,21,0,5,18,3,0,32,5,8,3,0.21,0.279,0.302,0.581,-0.047,60.1
Á¤°æ¹è,2005,SK/SSG,25000,13000,X,X,1974,31,2B,3.5,126,2.63,0.86,502,487,427,49,122,16,1,11,173,63,7,8,44,10,1,75,7,14,7,0.286,0.361,0.405,0.766,0.005,111.1
Á¤°æ¹è,2004,SK/SSG,13000,12000,X,X,1974,30,2B,3.06,105,2.68,0.39,421,408,362,51,107,23,0,9,157,47,2,4,32,11,0,63,9,13,3,0.296,0.368,0.434,0.802,0.015,117.7
Á¤°æ¹è,2003,SK/SSG,12000,8800,X,X,1974,29,2B,2.6,119,1.6,1,425,413,372,55,101,16,0,12,153,51,9,3,27,11,0,56,3,12,3,0.272,0.337,0.411,0.748,-0.011,92.8
Á¤°æ¹è,2002,SK/SSG,8800,9500,X,X,1974,28,2B,0.91,75,0.77,0.15,174,170,153,19,43,11,1,2,62,14,0,1,9,6,0,37,4,4,2,0.281,0.341,0.405,0.746,-0.009,100.7
Á¤°æ¹è,2001,SAMSUNG,8800,,X,X,1974,27,2B,0.67,105,0.01,0.67,333,318,279,34,69,19,0,3,97,30,2,4,23,14,1,55,4,14,3,0.247,0.332,0.348,0.68,-0.047,72
Á¤°æ¿î,2018,HANWHA,3300,3300,X,X,1993,25,SS,-0.27,22,-0.35,0.08,16,16,15,1,1,0,0,0,1,2,0,0,0,0,0,7,1,0,1,0.067,0.063,0.067,0.13,-0.137,-95.5
Á¤°æ¿î,2017,HANWHA,3300,2700,X,X,1993,24,SS,-0.1,46,0,-0.1,121,117,106,8,25,2,1,1,32,7,2,0,9,0,0,24,2,4,2,0.236,0.291,0.302,0.593,0.065,48.6
Á¤±Ù¿ì,2019,HANWHA,70000,70000,X,O,1982,37,CF,0.01,88,0.44,-0.43,305,301,277,37,77,10,1,3,98,30,8,5,20,4,1,43,11,3,1,0.278,0.334,0.354,0.688,0.106,92.2
Á¤±Ù¿ì,2018,HANWHA,70000,70000,X,O,1982,36,2B,1.25,102,1.6,-0.35,425,423,375,63,114,24,1,11,173,57,6,5,39,7,1,43,12,1,3,0.304,0.377,0.461,0.838,0.157,112.2
Á¤±Ù¿ì,2017,HANWHA,70000,70000,X,O,1982,35,2B,3.09,105,2.87,0.22,442,435,391,73,129,22,0,11,184,46,6,6,32,10,3,48,12,5,3,0.33,0.392,0.471,0.863,0.159,118.3
Á¤±Ù¿ì,2016,HANWHA,70000,70000,X,O,1982,34,2B,4.11,138,3.88,0.23,650,647,575,121,178,31,2,18,267,88,22,6,60,9,2,58,14,1,5,0.31,0.381,0.464,0.845,0.157,111.3
Á¤±Ù¿ì,2015,HANWHA,70000,70000,X,O,1982,33,2B,4.45,126,4.19,0.25,552,538,468,99,148,30,2,12,218,66,21,6,61,8,1,66,14,13,2,0.316,0.403,0.466,0.869,0.169,125.7
Á¤±Ù¿ì,2014,HANWHA,70000,70000,X,O,1982,32,2B,3.88,125,3.29,0.59,549,542,464,91,137,28,5,6,193,43,32,3,65,10,0,56,11,7,3,0.295,0.391,0.416,0.807,0.148,103.4
Á¤±Ù¿ì,2013,SK/SSG,70000,55000,X,X,1982,31,2B,4.79,112,2.27,2.51,476,459,407,64,114,19,3,9,166,35,28,11,50,7,6,48,6,11,1,0.28,0.368,0.408,0.776,0.002,104.8
Á¤±Ù¿ì,2012,SK/SSG,55000,31000,X,X,1982,30,2B,3.27,127,2.29,0.98,534,519,467,53,124,13,4,8,169,46,22,12,47,6,3,33,10,12,2,0.266,0.339,0.362,0.701,-0.004,101.6
Á¤±Ù¿ì,2011,SK/SSG,31000,31000,X,X,1982,29,2B,3.43,90,2.97,0.46,385,368,326,60,100,19,0,6,137,40,20,9,38,4,2,37,10,15,2,0.307,0.384,0.42,0.804,0.031,129.4
Á¤±Ù¿ì,2010,SK/SSG,31000,24000,X,X,1982,28,2B,4.04,128,2.93,1.12,563,536,485,75,148,25,2,2,183,48,33,13,47,8,5,51,9,22,1,0.305,0.375,0.377,0.752,0.001,108.5
Á¤±Ù¿ì,2009,SK/SSG,24000,17000,X,X,1982,27,2B,6.99,127,6.24,0.75,565,562,480,98,168,29,4,9,232,59,53,13,67,11,1,55,8,2,5,0.35,0.437,0.483,0.92,0.067,152.6
Á¤±Ù¿ì,2008,SK/SSG,17000,11000,X,X,1982,26,2B,3.9,124,4.01,-0.11,550,543,491,73,154,20,4,8,206,58,40,20,46,3,1,53,9,6,4,0.314,0.373,0.42,0.793,0.027,129.3
Á¤±Ù¿ì,2007,SK/SSG,11000,6000,X,X,1982,25,2B,5.18,111,4.29,0.89,391,382,341,62,110,24,2,9,165,44,24,10,35,6,0,44,6,9,0,0.323,0.395,0.484,0.879,0.062,158.8
Á¤±Ù¿ì,2006,SK/SSG,6000,2400,X,X,1982,24,2B,4.68,120,3.56,1.12,487,473,430,69,122,19,4,8,173,42,45,10,36,4,1,60,3,13,4,0.284,0.342,0.402,0.744,0.016,118.7
Á¤±Ù¿ì,2005,SK/SSG,2400,,O,X,1982,23,2B,-0.72,52,-0.67,-0.05,106,98,88,11,17,2,0,0,19,5,4,2,4,4,0,13,3,8,2,0.193,0.255,0.216,0.471,-0.122,11.9
Á¤±âÈÆ,2020,HANWHA,3200,2700,X,X,1995,25,1B,-0.25,29,-0.13,-0.12,36,36,31,9,5,2,0,0,7,2,0,1,3,2,0,15,0,0,0,0.161,0.278,0.226,0.504,0.05,39.4
Á¤´ë¼±,2023,LOTTE,3200,3000,X,X,2004,19,2B,-0.54,19,-0.36,-0.18,47,46,40,5,6,1,0,0,7,6,0,0,2,2,0,8,0,1,2,0.15,0.217,0.175,0.392,0.002,2
Á¤¹Î±Ô,2022,HANWHA,3100,3100,X,X,2003,19,1B,-0.4,9,-0.28,-0.12,24,24,23,3,3,0,0,0,3,0,0,0,0,1,0,11,0,0,0,0.13,0.167,0.13,0.297,-0.035,-32.2
Á¤¹Î±Ô,2021,HANWHA,3100,3000,X,X,2003,18,2B,-0.23,6,-0.21,-0.02,17,17,16,1,2,1,0,0,3,0,0,0,1,0,0,6,1,0,0,0.125,0.176,0.188,0.364,-0.024,-19
Á¤¹ü¸ð,2022,NC,4700,4700,X,X,1987,35,C,-0.2,5,-0.09,-0.11,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.053,-42.8
Á¤¹ü¸ð,2021,NC,4700,5000,X,X,1987,34,C,-0.03,19,0.03,-0.06,23,22,19,2,4,1,0,1,8,5,0,0,2,1,0,4,2,1,0,0.211,0.318,0.421,0.739,0.122,98.8
Á¤¹ü¸ð,2019,NC,5500,6800,X,X,1987,32,C,0.12,25,0.1,0.02,45,43,40,4,9,1,0,2,16,4,1,1,3,0,0,15,0,2,0,0.225,0.279,0.4,0.679,0.095,76.7
Á¤¹ü¸ð,2018,NC,6800,5500,X,X,1987,31,C,-0.16,103,-0.74,0.58,219,212,190,20,34,9,0,4,55,18,1,0,15,4,0,62,4,7,3,0.179,0.25,0.289,0.539,0.032,22.8
Á¤¹ü¸ð,2017,HANWHA,6800,5500,X,X,1987,30,C,0.04,22,0.2,-0.15,50,48,43,5,11,2,0,1,16,3,0,0,5,0,0,15,0,2,0,0.256,0.333,0.372,0.705,0.108,79.8
Á¤¹ü¸ð,2016,HANWHA,5500,6000,X,X,1987,29,C,-0.1,5,-0.11,0.01,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.195,-135.7
Á¤¹ü¸ð,2015,HANWHA,6000,7000,X,X,1987,28,C,-1.46,51,-0.88,-0.58,114,107,96,3,13,2,0,0,15,10,1,2,9,1,0,23,0,7,1,0.135,0.215,0.156,0.371,-0.015,-11
Á¤¹ü¸ð,2014,HANWHA,7000,5300,X,X,1987,27,C,-0.14,85,0.28,-0.43,212,207,186,18,47,10,0,6,75,23,1,0,17,1,0,39,8,5,3,0.253,0.314,0.403,0.717,0.097,68.5
Á¤¹ü¸ð,2013,HANWHA,5300,4100,X,X,1987,26,C,1.04,88,0.2,0.84,205,195,178,14,44,12,0,1,59,17,2,1,15,2,0,43,2,9,0,0.247,0.313,0.331,0.644,-0.036,74.2
Á¤¹ü¸ð,2012,HANWHA,4100,2600,X,X,1987,25,C,-0.82,72,-0.61,-0.21,192,185,170,17,30,10,0,3,49,13,7,5,13,1,0,55,6,7,1,0.176,0.238,0.288,0.526,-0.074,39.3
Á¤¹ü¸ð,2008,HANWHA,4100,2400,X,X,1987,21,C,-0.01,3,-0.03,0.02,5,5,4,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.25,0.4,0.25,0.65,0.004,109.9
Á¤¹ü¸ð,2007,HANWHA,2400,2200,X,X,1987,20,C,0.15,3,0.13,0.02,5,5,5,1,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.4,0.4,1,1.4,0.205,289.8
Á¤¹ü¸ð,2006,HANWHA,2200,2000,X,X,1987,19,C,-0.02,4,-0.03,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277,-161.4
Á¤º´°ï,2018,SAMSUNG,4500,4500,X,X,1988,30,2B,-0.46,6,-0.35,-0.11,16,16,15,1,1,0,0,0,1,2,0,0,0,0,0,5,1,0,1,0.067,0.063,0.067,0.13,-0.137,-104.8
Á¤º´°ï,2017,SAMSUNG,4500,3500,X,X,1988,29,2B,0.49,74,-0.22,0.71,82,80,74,16,16,0,0,2,22,7,1,0,4,2,0,21,3,2,0,0.216,0.275,0.297,0.572,0.055,39.4
Á¤º´°ï,2013,SAMSUNG,4000,2700,X,X,1988,25,2B,-0.14,54,-0.24,0.1,71,66,61,12,13,1,0,0,14,5,0,0,3,1,0,15,2,5,1,0.213,0.258,0.23,0.488,-0.101,23.8
Á¤º´°ï,2011,LG,4000,,X,X,1988,23,2B,-0.09,11,-0.13,0.04,20,20,20,1,4,0,1,0,6,2,0,0,0,0,0,7,0,0,0,0.2,0.2,0.3,0.5,-0.116,5.7
Á¤º¸±Ù,2023,LOTTE,7500,5900,X,X,1999,24,C,1.33,55,1.37,-0.05,101,97,81,11,27,6,1,1,38,13,1,0,14,1,0,13,1,4,1,0.333,0.433,0.469,0.902,0.193,158.9
Á¤º¸±Ù,2022,LOTTE,5900,3400,X,X,1999,23,C,-0.75,95,-0.73,-0.02,226,216,199,8,38,2,0,1,43,15,1,0,14,2,0,55,4,10,1,0.191,0.25,0.216,0.466,0.028,23.7
Á¤º¸±Ù,2021,LOTTE,3400,3700,X,X,1999,22,C,-0.14,11,-0.02,-0.12,20,20,18,0,5,0,0,0,5,0,0,1,2,0,0,2,1,0,0,0.278,0.35,0.278,0.628,0.094,78.1
Á¤º¸±Ù,2020,LOTTE,3700,2900,X,X,1999,21,C,-1.15,85,-1.3,0.14,152,146,133,9,20,2,0,0,22,5,0,0,11,1,0,32,7,6,1,0.15,0.219,0.165,0.384,-0.006,-4.6
Á¤º¸±Ù,2019,LOTTE,2900,2700,X,X,1999,20,C,-0.11,15,-0.26,0.15,35,35,32,3,4,0,0,0,4,1,0,0,2,1,0,10,2,0,0,0.125,0.2,0.125,0.325,-0.019,-15.2
Á¤º¸¸í,2013,LOTTE,4800,4800,X,X,1980,33,DH,-0.16,12,-0.07,-0.1,23,23,19,1,3,1,0,0,4,0,0,0,4,0,0,2,3,0,0,0.158,0.304,0.211,0.515,-0.08,35.8
Á¤º¸¸í,2012,LOTTE,4800,5000,X,X,1980,32,DH,-0.18,18,-0.2,0.03,34,34,31,2,5,0,0,0,5,2,0,0,3,0,0,9,0,0,0,0.161,0.235,0.161,0.396,-0.107,6
Á¤º¸¸í,2011,LOTTE,5000,6000,X,X,1980,31,DH,-0.12,10,-0.11,-0.01,18,18,16,2,2,2,0,0,4,3,0,0,1,1,0,6,0,0,0,0.125,0.222,0.25,0.472,-0.115,6.7
Á¤º¸¸í,2010,LOTTE,6000,7500,X,X,1980,30,DH,0.31,30,0.41,-0.1,86,85,76,6,22,5,1,0,29,9,0,1,8,0,0,15,1,1,1,0.289,0.353,0.382,0.735,-0.002,106.9
Á¤º¸¸í,2009,LOTTE,7500,6500,X,X,1980,29,DH,0.66,86,0.93,-0.26,234,231,203,15,60,12,1,2,80,34,2,3,22,2,0,40,5,3,4,0.296,0.364,0.394,0.758,-0.002,100.7
Á¤º¸¸í,2008,LOTTE,6500,4500,X,X,1980,28,DH,0.43,96,1.12,-0.69,319,318,285,30,79,18,1,3,108,26,4,7,21,10,0,57,9,1,2,0.277,0.346,0.379,0.725,-0.008,99.4
Á¤º¸¸í,2007,LOTTE,4500,3000,X,X,1980,27,DH,1.43,119,2.2,-0.77,436,431,394,40,111,24,3,2,147,45,5,1,30,4,0,75,12,5,3,0.282,0.336,0.373,0.709,-0.001,103.3
Á¤º¸¸í,2006,LOTTE,3000,2000,X,X,1980,26,DH,-0.25,66,-0.15,-0.1,176,169,162,15,40,4,0,2,50,18,0,2,4,3,0,30,5,7,0,0.247,0.278,0.309,0.587,-0.05,57.5
Á¤º¸¸í,2003,LOTTE,3000,,O,X,1980,23,DH,-0.15,2,-0.04,-0.11,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.25,0,0.25,-0.15,-22.9
Á¤»óÈ£,2019,LG,50000,50000,X,O,1982,37,C,-0.58,22,-0.4,-0.18,24,24,24,1,2,1,0,0,3,2,0,0,0,0,0,11,3,0,0,0.083,0.083,0.125,0.208,-0.087,-79.9
Á¤»óÈ£,2018,LG,50000,50000,X,O,1982,36,C,0.13,70,-0.03,0.15,128,125,112,11,25,4,0,1,32,9,0,1,8,5,0,35,3,3,0,0.223,0.304,0.286,0.59,0.069,52.7
Á¤»óÈ£,2017,LG,50000,50000,X,O,1982,35,C,0.42,79,0.21,0.2,150,146,137,16,36,3,0,3,48,17,0,0,4,5,0,32,8,4,0,0.263,0.308,0.35,0.658,0.088,69.5
Á¤»óÈ£,2016,LG,50000,50000,X,O,1982,34,C,-0.11,77,-0.19,0.08,159,155,132,12,24,5,0,1,32,10,0,1,17,4,0,39,2,4,2,0.182,0.29,0.242,0.532,0.047,36
Á¤»óÈ£,2015,SK/SSG,50000,15500,X,X,1982,33,C,1.29,113,1.58,-0.29,324,316,279,34,71,11,1,12,120,49,1,2,22,15,0,80,2,8,0,0.254,0.342,0.43,0.772,0.13,98
Á¤»óÈ£,2014,SK/SSG,15500,15500,X,X,1982,32,C,0.65,100,0.58,0.07,269,259,235,36,56,13,1,9,98,39,0,1,18,5,0,67,3,10,1,0.238,0.305,0.417,0.722,0.103,73.6
Á¤»óÈ£,2013,SK/SSG,15500,13000,X,X,1982,31,C,2.16,82,1.13,1.02,236,228,201,26,58,11,0,6,87,26,1,0,20,4,0,47,7,8,3,0.289,0.36,0.433,0.793,0.004,106.3
Á¤»óÈ£,2012,SK/SSG,13000,13000,X,X,1982,30,C,0.94,78,0.19,0.76,206,197,176,13,38,12,0,4,62,24,0,2,15,4,1,61,3,8,3,0.216,0.288,0.352,0.64,-0.037,72.2
Á¤»óÈ£,2011,SK/SSG,13000,10000,X,X,1982,29,C,1.83,112,1.13,0.7,401,397,366,40,95,19,0,11,147,50,0,2,22,8,1,96,10,3,2,0.26,0.314,0.402,0.716,-0.022,86.5
Á¤»óÈ£,2010,SK/SSG,10000,11000,X,X,1982,28,C,0.74,35,0.78,-0.04,66,66,62,14,20,4,0,6,42,14,0,0,2,2,0,19,2,0,0,0.323,0.364,0.677,1.041,0.067,161.1
Á¤»óÈ£,2009,SK/SSG,11000,6500,X,X,1982,27,C,1.55,101,1.61,-0.05,312,304,264,37,76,15,0,12,127,49,0,4,29,6,0,66,10,8,5,0.288,0.365,0.481,0.846,0.013,111.7
Á¤»óÈ£,2008,SK/SSG,6500,4000,X,X,1982,26,C,0.52,81,0.23,0.28,190,187,171,21,40,8,0,6,66,23,0,1,12,2,0,49,5,3,2,0.234,0.289,0.386,0.675,-0.037,74.2
Á¤»óÈ£,2007,SK/SSG,4000,2600,X,X,1982,25,C,0.32,66,-0.02,0.34,90,90,83,7,18,4,0,2,28,12,1,0,6,0,0,25,1,0,1,0.217,0.267,0.337,0.604,-0.052,57
Á¤»óÈ£,2003,SK/SSG,4000,2300,X,X,1982,21,C,0.21,21,0.03,0.19,45,41,38,5,8,4,1,0,14,2,0,0,3,0,0,11,0,4,0,0.211,0.268,0.368,0.636,-0.045,67.5
Á¤»óÈ£,2002,SK/SSG,2300,2300,X,X,1982,20,C,-0.21,28,-0.43,0.22,43,42,39,1,7,0,0,0,7,4,0,0,0,2,0,12,0,1,1,0.179,0.214,0.179,0.393,-0.16,-21.7
Á¤»óÈ£,2001,SK/SSG,2300,,O,X,1982,19,C,0.23,44,0.2,0.03,49,49,45,8,12,6,0,0,18,8,0,0,4,0,0,16,1,0,0,0.267,0.327,0.4,0.727,-0.009,99.5
Á¤¼ºÈÆ,2017,LG,30000,30000,X,X,1980,37,1B,1.31,115,1.27,0.03,321,319,276,32,86,14,0,6,118,30,4,3,36,6,2,49,4,1,2,0.312,0.4,0.428,0.828,0.156,121.6
Á¤¼ºÈÆ,2016,LG,30000,50000,X,O,1980,36,1B,0.87,126,1.21,-0.33,418,413,370,58,119,22,1,6,161,64,8,4,33,5,1,59,9,5,5,0.322,0.38,0.435,0.815,0.148,112.7
Á¤¼ºÈÆ,2015,LG,50000,50000,X,O,1980,35,1B,1.89,117,1.75,0.14,440,432,363,47,103,16,1,9,148,45,9,4,54,13,5,65,9,6,4,0.284,0.392,0.408,0.8,0.146,116.6
Á¤¼ºÈÆ,2014,LG,50000,50000,X,O,1980,34,1B,3.51,112,3.12,0.4,455,451,383,71,126,25,1,13,192,59,10,2,59,7,2,56,13,2,4,0.329,0.424,0.501,0.925,0.188,141.7
Á¤¼ºÈÆ,2013,LG,50000,50000,X,O,1980,33,3B,3.48,121,3.98,-0.49,477,477,407,64,127,22,1,9,178,62,13,6,59,7,0,58,12,0,4,0.312,0.405,0.437,0.842,0.036,133
Á¤¼ºÈÆ,2012,LG,50000,35000,X,O,1980,32,3B,4.72,107,5.85,-1.13,438,434,365,50,113,27,3,12,182,53,3,3,65,1,2,62,13,2,5,0.31,0.411,0.499,0.91,0.08,178.5
Á¤¼ºÈÆ,2011,LG,35000,35000,X,O,1980,31,3B,2.67,127,3.42,-0.74,494,482,422,61,123,18,1,10,173,57,9,2,49,5,1,69,16,11,7,0.291,0.366,0.41,0.776,0.016,117.8
Á¤¼ºÈÆ,2010,LG,35000,,X,O,1980,30,3B,0.53,111,1.45,-0.92,418,411,365,52,96,20,1,4,130,38,3,1,41,4,1,58,14,6,2,0.263,0.342,0.356,0.698,-0.022,91
Á¤¼ºÈÆ,2009,LG,35000,,X,O,1980,29,3B,3.75,121,3.31,0.44,494,484,419,62,126,19,2,10,179,70,5,0,59,4,2,46,10,8,4,0.301,0.389,0.427,0.816,0.02,116.7
Á¤¼ºÈÆ,2008,HEROES,35000,,X,X,1980,28,3B,1.15,109,1.86,-0.71,399,396,355,43,96,21,2,3,130,34,8,4,36,5,1,41,13,2,1,0.27,0.345,0.366,0.711,-0.005,101.8
Á¤¼ºÈÆ,2007,HYUNDAI,35000,22000,X,X,1980,27,3B,3.84,122,3.85,-0.01,503,491,445,59,129,29,1,16,208,76,1,2,40,8,5,66,9,7,3,0.29,0.357,0.467,0.824,0.028,128.4
Á¤¼ºÈÆ,2006,HYUNDAI,22000,18000,X,X,1980,26,3B,3.66,122,4.3,-0.63,492,476,416,56,121,26,0,13,186,66,3,4,49,7,4,43,15,12,8,0.291,0.369,0.447,0.816,0.038,138.6
Á¤¼ºÈÆ,2005,HYUNDAI,18000,15000,X,X,1980,25,3B,3.04,126,3.11,-0.07,523,514,458,61,122,20,1,17,195,72,7,3,49,7,0,67,14,9,0,0.266,0.346,0.426,0.772,0.006,112.1
Á¤¼ºÈÆ,2004,HYUNDAI,15000,12300,X,X,1980,24,3B,1.96,118,2.18,-0.22,540,529,470,66,125,23,0,8,172,59,1,3,54,7,3,60,11,8,1,0.266,0.35,0.366,0.716,-0.011,96.9
Á¤¼ºÈÆ,2004,HYUNDAI,15000,4200,X,X,1980,24,3B,1.96,118,2.18,-0.22,540,529,470,66,125,23,0,8,172,59,1,3,54,7,3,60,11,8,1,0.266,0.35,0.366,0.716,-0.011,96.9
Á¤¼ºÈÆ,2003,HYUNDAI,12300,7500,X,X,1980,23,3B,1.95,91,3.74,-1.79,379,369,338,55,116,17,0,13,172,51,9,4,23,8,1,40,20,9,1,0.343,0.397,0.509,0.906,0.053,144.8
Á¤¼ºÈÆ,2003,HYUNDAI,12300,2500,X,X,1980,23,3B,1.95,91,3.74,-1.79,379,369,338,55,116,17,0,13,172,51,9,4,23,8,1,40,20,9,1,0.343,0.397,0.509,0.906,0.053,144.8
Á¤¼ºÈÆ,2002,KIA,12300,5000,X,X,1980,22,3B,2.81,114,3.28,-0.47,385,378,340,65,106,19,3,9,158,39,16,4,28,9,2,42,9,5,3,0.312,0.376,0.465,0.841,0.028,130.9
Á¤¼ºÈÆ,2001,KIA,5000,4700,X,X,1980,21,3B,0.26,49,0.4,-0.14,179,175,161,17,45,7,1,4,66,18,6,4,12,1,0,18,5,4,1,0.28,0.331,0.41,0.741,-0.02,91.4
Á¤¼ºÈÆ,2001,KIA,5000,2600,X,X,1980,21,3B,0.26,49,0.4,-0.14,179,175,161,17,45,7,1,4,66,18,6,4,12,1,0,18,5,4,1,0.28,0.331,0.41,0.741,-0.02,91.4
Á¤¼ö±Ù,2009,LOTTE,40000,40000,X,O,1977,32,CF,-0.2,15,-0.11,-0.09,68,65,59,9,14,0,0,1,17,7,3,0,5,0,0,7,2,3,1,0.237,0.292,0.288,0.58,-0.08,43.3
Á¤¼ö±Ù,2008,LOTTE,40000,40000,X,O,1977,31,CF,1.71,80,2.52,-0.81,362,360,309,51,90,16,0,0,106,25,24,13,51,0,0,40,5,2,0,0.291,0.392,0.343,0.735,0.024,127.1
Á¤¼ö±Ù,2007,LOTTE,40000,30000,X,O,1977,30,CF,2.74,105,3.18,-0.43,395,386,341,45,100,25,1,4,139,36,10,5,42,1,0,38,6,9,2,0.293,0.37,0.408,0.778,0.032,132.3
Á¤¼ö±Ù,2006,LOTTE,30000,30000,X,O,1977,29,CF,1.86,83,2.16,-0.3,333,323,295,44,84,14,1,2,106,21,19,4,26,1,0,36,7,10,1,0.285,0.344,0.359,0.703,0.01,112.8
Á¤¼ö±Ù,2005,LOTTE,30000,25000,X,O,1977,28,CF,2.66,109,2.24,0.42,431,424,370,63,106,21,2,0,131,29,21,15,49,4,1,53,3,6,2,0.286,0.374,0.354,0.728,0.009,115.1
Á¤¼ö±Ù,2004,LOTTE,25000,25000,X,O,1977,27,CF,1.87,92,1.31,0.56,340,333,292,37,75,11,1,3,97,29,24,5,38,3,1,38,4,6,1,0.257,0.347,0.332,0.679,-0.019,90
Á¤¼ö±Ù,2003,DOOSAN,25000,18000,X,X,1977,26,CF,1.93,89,1.85,0.08,294,291,262,32,84,11,3,0,101,17,15,7,24,4,1,27,1,2,2,0.321,0.384,0.385,0.769,0.019,117.4
Á¤¼ö±Ù,2002,DOOSAN,18000,21000,X,X,1977,25,CF,0.9,122,-0.03,0.93,482,472,426,58,100,9,2,3,122,22,40,14,44,3,2,51,8,8,1,0.235,0.31,0.286,0.596,-0.055,63.1
Á¤¼ö±Ù,2001,DOOSAN,21000,13500,X,X,1977,24,CF,4.5,122,4.15,0.35,546,543,467,95,143,21,9,2,188,53,52,11,71,1,1,51,8,2,5,0.306,0.395,0.403,0.798,0.024,124.6
