,Name,FA,Team,Year,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,Salary,Prev_Salary,is_rookie
6004,최정용,,SAMSUNG,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6005,최주환,X,DOOSAN,2014,1988.0,26.0,3B,0.39,82.0,0.5,-0.12,211.0,207.0,189.0,38.0,53.0,14.0,0.0,4.0,79.0,31.0,1.0,1.0,14.0,2.0,0.0,25.0,1.0,4.0,2.0,0.28,0.333,0.418,0.751,0.116,88.1,8700.0,5800.0,X
6006,최준석,O,LOTTE,2014,1983.0,31.0,DH,2.18,121.0,2.21,-0.03,460.0,457.0,371.0,54.0,106.0,13.0,0.0,23.0,188.0,90.0,1.0,0.0,81.0,2.0,3.0,88.0,14.0,0.0,6.0,0.286,0.411,0.507,0.918,0.181,123.6,40000.0,40000.0,X
6007,최진행,X,HANWHA,2014,1985.0,29.0,DH,-0.63,99.0,-0.24,-0.39,328.0,328.0,299.0,32.0,78.0,16.0,0.0,12.0,130.0,45.0,1.0,2.0,23.0,3.0,0.0,79.0,8.0,0.0,3.0,0.261,0.317,0.435,0.752,0.111,77.6,15000.0,17000.0,X
6008,최현정,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,2400.0,X
6009,최형록,,DOOSAN,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2400.0,X
6010,최형우,X,SAMSUNG,2014,1984.0,30.0,LF,5.67,113.0,5.25,0.42,493.0,492.0,430.0,92.0,153.0,33.0,0.0,31.0,279.0,100.0,4.0,2.0,50.0,7.0,1.0,62.0,11.0,0.0,6.0,0.356,0.426,0.649,1.075,0.233,167.3,60000.0,45000.0,X
6011,최희섭,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,15000.0,X
6012,추승우,X,HANWHA,2014,1979.0,35.0,LF,-0.01,9.0,0.06,-0.07,10.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.167,0.5,0.167,0.667,0.165,113.1,5100.0,6000.0,X
6013,하영민,,HEROES,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,2400.0,X
6014,하주석,,HANWHA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,,X
6015,하준호,,KT,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2400.0,X
6016,하준호,X,LOTTE,2014,1989.0,25.0,LF,0.18,31.0,0.06,0.12,88.0,87.0,73.0,18.0,17.0,5.0,0.0,1.0,25.0,11.0,1.0,1.0,8.0,6.0,0.0,29.0,0.0,1.0,0.0,0.233,0.356,0.342,0.698,0.119,82.7,,,
6017,한기주,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500.0,8000.0,X
6018,한나한,,LG,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0,,X
6019,한상일,,KT,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6020,한상훈,O,HANWHA,2014,1980.0,34.0,SS,1.03,77.0,0.65,0.38,203.0,199.0,175.0,23.0,50.0,8.0,1.0,1.0,63.0,21.0,3.0,1.0,24.0,0.0,0.0,40.0,4.0,4.0,0.0,0.286,0.372,0.36,0.732,0.122,83.9,20000.0,20000.0,X
6021,한승혁,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,3200.0,X
6022,한유섬,X,SK/SSG,2014,1989.0,25.0,1B,0.02,67.0,0.13,-0.11,163.0,161.0,143.0,17.0,36.0,10.0,3.0,3.0,61.0,24.0,0.0,0.0,11.0,5.0,0.0,53.0,1.0,2.0,2.0,0.252,0.323,0.427,0.75,0.12,83.7,,,
6023,한윤섭,,KT,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6024,한주성,,DOOSAN,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2400.0,X
6025,한현희,,HEROES,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000.0,12500.0,X
6026,한희,,LG,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3200.0,X
6027,함덕주,,DOOSAN,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,2500.0,X
6028,허경민,X,DOOSAN,2014,1990.0,24.0,3B,0.56,105.0,-0.1,0.66,233.0,227.0,198.0,33.0,49.0,8.0,1.0,0.0,59.0,10.0,6.0,4.0,21.0,6.0,0.0,21.0,7.0,6.0,2.0,0.247,0.335,0.298,0.633,0.089,67.3,9800.0,8000.0,X
6029,허도환,,HANWHA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,8700.0,X
6030,허도환,X,HEROES,2014,1984.0,30.0,C,-0.28,93.0,0.05,-0.33,220.0,211.0,182.0,18.0,40.0,8.0,0.0,2.0,54.0,12.0,0.0,0.0,20.0,8.0,0.0,52.0,6.0,9.0,1.0,0.22,0.322,0.297,0.619,0.082,56.2,,,
6031,허웅,X,SK/SSG,2014,1983.0,31.0,C,0.01,5.0,-0.02,0.03,7.0,7.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.333,0.286,0.333,0.619,0.047,33.0,2700.0,3000.0,X
6032,허웅,X,SK/SSG,2014,1983.0,31.0,C,0.01,5.0,-0.02,0.03,7.0,7.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.333,0.286,0.333,0.619,0.047,33.0,3000.0,3000.0,X
6033,허유강,,HANWHA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3100.0,X
6034,허정협,,HEROES,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6035,허준,X,NC,2014,1981.0,33.0,C,-0.19,28.0,-0.1,-0.09,36.0,34.0,29.0,2.0,5.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,2.0,0.0,0.172,0.294,0.276,0.57,0.058,44.0,,,
6036,허준혁,,DOOSAN,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,4700.0,X
6037,허준혁,,DOOSAN,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,3500.0,X
6038,허준혁,,LOTTE,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,4700.0,X
6039,허준혁,,LOTTE,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3500.0,X
6040,현재윤,X,LG,2014,1979.0,35.0,C,0.32,14.0,0.4,-0.08,16.0,16.0,15.0,3.0,8.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.533,0.563,0.667,1.23,0.311,239.8,,,
6041,홍건희,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,O
6042,홍명찬,X,SK/SSG,2014,1987.0,27.0,3B,-0.45,10.0,-0.34,-0.11,16.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.063,0.063,0.063,0.126,-0.143,-99.5,2700.0,2600.0,X
6043,홍성갑,X,HEROES,2014,1992.0,22.0,LF,0.1,2.0,0.1,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.229,166.5,2900.0,2400.0,X
6044,홍성무,,KT,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6045,홍성민,,LOTTE,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,6000.0,X
6046,홍성용,,KT,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2400.0,X
6047,홍성흔,O,DOOSAN,2014,1976.0,38.0,DH,2.7,124.0,2.7,0.0,521.0,516.0,447.0,63.0,141.0,19.0,1.0,20.0,222.0,82.0,5.0,3.0,64.0,4.0,0.0,79.0,13.0,5.0,1.0,0.315,0.405,0.497,0.902,0.178,133.7,40000.0,40000.0,X
6048,홍재용,,DOOSAN,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6049,홍지운,,NC,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2400.0,X
6050,황대인,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6051,황덕균,,KT,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,,X
6052,황동채,X,LOTTE,2014,1983.0,31.0,LF,-0.12,12.0,-0.07,-0.05,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,-0.026,-17.4,3500.0,3500.0,X
6053,황목치승,X,LG,2014,1985.0,29.0,SS,-0.2,37.0,-0.02,-0.18,51.0,47.0,46.0,11.0,14.0,0.0,1.0,0.0,16.0,3.0,2.0,2.0,1.0,0.0,0.0,9.0,1.0,4.0,0.0,0.304,0.319,0.348,0.667,0.09,68.9,4200.0,2400.0,X
6054,황선일,,HANWHA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,2000.0,X
6055,황수현,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6056,황윤호,,NC,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6057,황인준,,KIA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,,X
6058,황재규,,HANWHA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3500.0,X
6059,황재균,X,LOTTE,2014,1987.0,27.0,3B,2.39,128.0,2.7,-0.3,550.0,546.0,486.0,66.0,156.0,33.0,3.0,12.0,231.0,76.0,17.0,10.0,53.0,3.0,0.0,86.0,8.0,4.0,4.0,0.321,0.388,0.475,0.863,0.158,108.7,31000.0,19000.0,X
6060,황진수,X,LOTTE,2014,1989.0,25.0,3B,-0.24,5.0,-0.14,-0.11,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.196,-138.7,2900.0,2500.0,X
6061,강경학,X,HANWHA,2015,1992.0,23.0,SS,0.78,120.0,0.93,-0.15,376.0,359.0,311.0,50.0,80.0,7.0,4.0,2.0,101.0,27.0,4.0,3.0,40.0,5.0,1.0,58.0,3.0,17.0,3.0,0.257,0.348,0.325,0.673,0.1,73.8,6500.0,4000.0,X
6062,강구성,X,NC,2015,1993.0,22.0,LF,0.01,4.0,-0.01,0.02,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.038,30.4,2700.0,2700.0,X
6063,강동관,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6064,강동연,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,2800.0,X
6065,강로한,X,LOTTE,2015,1992.0,23.0,3B,-0.13,22.0,-0.09,-0.04,8.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.125,0.125,0.125,0.25,-0.084,-56.9,,,
6066,강민국,X,NC,2015,1992.0,23.0,3B,-0.09,1.0,-0.05,-0.04,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186,-128.9,2700.0,2700.0,X
6067,강민호,O,LOTTE,2015,1985.0,30.0,C,6.16,123.0,5.8,0.36,456.0,456.0,380.0,63.0,118.0,18.0,1.0,35.0,243.0,86.0,0.0,0.0,60.0,14.0,2.0,112.0,14.0,0.0,2.0,0.311,0.421,0.639,1.06,0.228,163.0,100000.0,100000.0,X
6068,강병의,X,LG,2015,1992.0,23.0,1B,-0.15,8.0,-0.06,-0.09,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.333,0.666,0.085,72.0,,,
6069,강봉규,X,SAMSUNG,2015,1978.0,37.0,RF,-0.08,5.0,-0.08,0.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-0.009,-6.9,,,
6070,강상원,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6071,강승현,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,2500.0,X
6072,강승호,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2400.0,X
6073,강승훈,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6074,강영식,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,30000.0,X
6075,강윤구,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,10500.0,X
6076,강장산,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2700.0,X
6077,강지광,X,HEROES,2015,1990.0,25.0,RF,-0.13,13.0,0.08,-0.21,21.0,21.0,18.0,3.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.278,0.381,0.278,0.659,0.109,80.2,2700.0,2700.0,X
6078,강한울,X,KIA,2015,1991.0,24.0,SS,-1.67,90.0,-1.26,-0.41,292.0,280.0,264.0,30.0,54.0,8.0,3.0,0.0,68.0,12.0,9.0,4.0,13.0,3.0,0.0,51.0,2.0,12.0,0.0,0.205,0.25,0.258,0.508,0.025,19.1,6000.0,5000.0,X
6079,고동진,X,HANWHA,2015,1980.0,35.0,RF,-0.71,27.0,-0.58,-0.13,70.0,65.0,59.0,5.0,10.0,4.0,0.0,0.0,14.0,7.0,0.0,0.0,2.0,4.0,0.0,13.0,3.0,5.0,0.0,0.169,0.246,0.237,0.483,0.023,17.4,,,
6080,고봉재,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6081,고영민,X,DOOSAN,2015,1984.0,31.0,2B,0.27,41.0,0.41,-0.13,77.0,77.0,67.0,13.0,22.0,1.0,0.0,3.0,32.0,11.0,4.0,2.0,6.0,3.0,0.0,22.0,4.0,0.0,1.0,0.328,0.403,0.478,0.881,0.172,137.9,15000.0,7500.0,X
6082,고영우,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,3200.0,X
6083,고영표,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,2700.0,X
6084,고원준,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.0,9000.0,X
6085,고장혁,X,KIA,2015,1990.0,25.0,SS,0.12,82.0,-0.33,0.45,57.0,56.0,52.0,17.0,8.0,2.0,0.0,1.0,13.0,4.0,7.0,3.0,4.0,0.0,0.0,15.0,0.0,1.0,0.0,0.154,0.214,0.25,0.464,0.01,7.4,,,
6086,고종욱,X,HEROES,2015,1989.0,26.0,LF,1.53,119.0,0.91,0.62,443.0,438.0,407.0,81.0,126.0,25.0,4.0,10.0,189.0,51.0,22.0,14.0,25.0,6.0,1.0,81.0,10.0,4.0,1.0,0.31,0.358,0.464,0.822,0.142,102.4,7700.0,3100.0,X
6087,고효준,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,9300.0,X
6088,곽정철,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,6500.0,X
6089,구자욱,X,SAMSUNG,2015,1993.0,22.0,1B,3.73,116.0,3.81,-0.09,465.0,465.0,410.0,97.0,143.0,33.0,5.0,11.0,219.0,57.0,17.0,7.0,45.0,6.0,0.0,79.0,3.0,0.0,4.0,0.349,0.417,0.534,0.951,0.193,147.2,8000.0,2700.0,X
6090,구준범,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,O
6091,구창모,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6092,국해성,X,DOOSAN,2015,1989.0,26.0,LF,0.1,11.0,0.02,0.07,26.0,25.0,20.0,6.0,4.0,1.0,0.0,1.0,8.0,5.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,0.2,0.28,0.4,0.68,0.082,70.4,3000.0,2800.0,X
6093,권오준,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,7000.0,X
6094,권용관,X,HANWHA,2015,1976.0,39.0,SS,-1.18,116.0,-0.83,-0.35,341.0,323.0,296.0,32.0,65.0,8.0,1.0,5.0,90.0,22.0,3.0,6.0,18.0,9.0,2.0,86.0,4.0,17.0,1.0,0.22,0.284,0.304,0.588,0.059,44.0,8000.0,7000.0,X
6095,권용우,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6096,권정웅,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6097,권혁,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,45000.0,X
6098,권희동,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.0,5100.0,X
6099,금민철,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,8800.0,X
6100,길태곤,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2400.0,X
6101,김강률,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,5600.0,X
6102,김강민,O,SK/SSG,2015,1982.0,33.0,CF,0.4,96.0,-0.02,0.42,328.0,324.0,293.0,43.0,72.0,17.0,0.0,4.0,101.0,31.0,7.0,4.0,23.0,7.0,0.0,83.0,6.0,4.0,1.0,0.246,0.315,0.345,0.66,0.089,66.9,60000.0,60000.0,X
6103,김건국,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0,,O
6104,김건태,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,,X
6105,김건한,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,7000.0,X
6106,김결의,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6107,김경언,O,HANWHA,2015,1982.0,33.0,RF,3.44,107.0,2.96,0.48,437.0,429.0,377.0,58.0,127.0,21.0,1.0,16.0,198.0,78.0,1.0,3.0,50.0,2.0,3.0,89.0,9.0,5.0,3.0,0.337,0.414,0.525,0.939,0.19,140.4,20000.0,15000.0,X
6108,김경태,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2400.0,X
6109,김광수,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,7000.0,X
6110,김광현,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000.0,60000.0,X
6111,김규민,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6112,김규성,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6113,김기연,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6114,김기태,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,3500.0,X
6115,김기현,X,SK/SSG,2015,1987.0,28.0,CF,0.12,9.0,0.13,-0.01,9.0,9.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.429,0.556,0.429,0.985,0.244,179.6,3000.0,3300.0,X
6116,김기현,X,SK/SSG,2015,1987.0,28.0,CF,0.12,9.0,0.13,-0.01,9.0,9.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.429,0.556,0.429,0.985,0.244,179.6,3000.0,2800.0,X
6117,김남길,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6118,김다원,X,KIA,2015,1985.0,30.0,LF,-0.46,108.0,-0.21,-0.25,274.0,274.0,245.0,31.0,60.0,9.0,0.0,5.0,84.0,30.0,1.0,0.0,15.0,12.0,0.0,67.0,8.0,0.0,2.0,0.245,0.318,0.343,0.661,0.09,67.4,7000.0,5600.0,X
6119,김대륙,X,LOTTE,2015,1992.0,23.0,SS,0.21,71.0,-0.41,0.61,63.0,61.0,54.0,6.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,7.0,0.0,0.0,17.0,2.0,2.0,0.0,0.148,0.246,0.148,0.394,0.003,1.9,3200.0,2700.0,X
6120,김대우,X,LOTTE,2015,1984.0,31.0,LF,-0.8,39.0,-0.8,0.0,100.0,98.0,92.0,9.0,16.0,1.0,1.0,3.0,28.0,9.0,3.0,1.0,5.0,1.0,0.0,39.0,2.0,2.0,0.0,0.174,0.224,0.304,0.528,0.022,15.6,3800.0,5500.0,X
6121,김대우,X,LOTTE,2015,1984.0,31.0,LF,-0.8,39.0,-0.8,0.0,100.0,98.0,92.0,9.0,16.0,1.0,1.0,3.0,28.0,9.0,3.0,1.0,5.0,1.0,0.0,39.0,2.0,2.0,0.0,0.174,0.224,0.304,0.528,0.022,15.6,3800.0,3500.0,X
6122,김대우,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,5500.0,X
6123,김대우,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,3500.0,X
6124,김대현,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6125,김도영,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6126,김동명,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,4000.0,X
6127,김동엽,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6128,김동욱,X,KT,2015,1988.0,27.0,1B,-0.03,21.0,-0.05,0.01,66.0,64.0,51.0,8.0,10.0,3.0,0.0,0.0,13.0,3.0,1.0,1.0,13.0,1.0,1.0,16.0,1.0,1.0,0.0,0.196,0.369,0.255,0.624,0.101,71.0,,,
6129,김동한,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2700.0,X
6130,김동호,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2800.0,X
6131,김만수,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,,O
6132,김명찬,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,2700.0,X
6133,김문호,X,LOTTE,2015,1987.0,28.0,LF,0.94,93.0,0.63,0.31,325.0,319.0,288.0,35.0,88.0,13.0,0.0,4.0,113.0,31.0,8.0,5.0,25.0,4.0,0.0,45.0,11.0,6.0,2.0,0.306,0.367,0.392,0.759,0.128,93.0,7000.0,5200.0,X
6134,김민성,X,HEROES,2015,1988.0,27.0,3B,2.29,118.0,1.81,0.48,489.0,486.0,445.0,60.0,135.0,24.0,0.0,16.0,207.0,71.0,1.0,1.0,31.0,8.0,1.0,62.0,15.0,2.0,3.0,0.303,0.357,0.465,0.822,0.144,104.4,22000.0,20000.0,X
6135,김민수,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2700.0,X
6136,김민식,X,SK/SSG,2015,1989.0,26.0,C,-0.3,23.0,-0.23,-0.07,26.0,26.0,24.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.167,0.231,0.167,0.398,-0.006,-4.5,3000.0,2700.0,X
6137,김민우,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,9300.0,X
6138,김민우,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,2700.0,X
6139,김민우,X,KIA,2015,1979.0,36.0,SS,0.91,90.0,0.62,0.29,315.0,294.0,269.0,28.0,70.0,16.0,1.0,6.0,106.0,34.0,8.0,3.0,21.0,1.0,0.0,75.0,3.0,21.0,3.0,0.26,0.313,0.394,0.707,0.1,73.5,12000.0,9300.0,X
6140,김민우,X,KIA,2015,1979.0,36.0,SS,0.91,90.0,0.62,0.29,315.0,294.0,269.0,28.0,70.0,16.0,1.0,6.0,106.0,34.0,8.0,3.0,21.0,1.0,0.0,75.0,3.0,21.0,3.0,0.26,0.313,0.394,0.707,0.1,73.5,12000.0,2700.0,X
6141,김민욱,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6142,김민재,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,20000.0,X
6143,김민준,X,HEROES,2015,1994.0,21.0,CF,0.01,2.0,0.02,-0.01,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.17,117.9,2700.0,2700.0,X
6144,김민하,X,LOTTE,2015,1989.0,26.0,LF,0.08,54.0,0.14,-0.06,141.0,138.0,116.0,18.0,28.0,6.0,0.0,1.0,37.0,8.0,4.0,2.0,18.0,4.0,0.0,40.0,4.0,3.0,0.0,0.241,0.362,0.319,0.681,0.113,80.5,4000.0,3300.0,X
6145,김민혁,X,KT,2015,1995.0,20.0,LF,-0.57,82.0,-0.19,-0.38,179.0,172.0,156.0,21.0,43.0,2.0,3.0,0.0,51.0,10.0,12.0,7.0,14.0,2.0,0.0,30.0,3.0,7.0,0.0,0.276,0.343,0.327,0.67,0.096,68.8,4700.0,2900.0,X
6146,김범수,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2700.0,X
6147,김병근,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
